gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Fgfr4_30736,206.7251198,-1.440436687,0.249921119,-5.763565297,8.24E-09,2.57E-07
Fcgr2b_66002,344.5550807,1.59805035,0.277289603,5.763109518,8.26E-09,2.57E-07
Serpina3n_71566,18.51413444,4.47759374,0.777283902,5.760564101,8.38E-09,2.60E-07
Ier3_29851,148.7358559,1.572879722,0.273331598,5.754474549,8.69E-09,2.69E-07
Mt1_76728,26.52775816,3.400371583,0.591245081,5.751204858,8.86E-09,2.74E-07
Gm49321_80811,893.7235466,1.00020096,0.174049195,5.746656629,9.10E-09,2.81E-07
Brd2_71510,407.7835477,0.774430559,0.134843633,5.743174832,9.29E-09,2.86E-07
Slc10a5_61594,22.81878213,-3.42374298,0.596172946,-5.742868744,9.31E-09,2.86E-07
Tbc1d19_79724,98.35092425,-1.485048612,0.258859592,-5.736888491,9.64E-09,2.96E-07
Gramd1a_68847,233.3767985,1.077763501,0.188129313,5.728844066,1.01E-08,3.10E-07
Hip1_79603,732.0911938,-0.823767895,0.143789982,-5.728965844,1.01E-08,3.10E-07
Bcl2a1a_29970,18.46289852,2.83349984,0.495663519,5.716579352,1.09E-08,3.32E-07
Mccc2_78409,61.61487818,-1.772005963,0.310074729,-5.714770658,1.10E-08,3.35E-07
