gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Tmf1_58334,305.6642717,-0.899836822,0.266125624,-3.381248326,0.000721573,0.024508909
Capns1_74461,2287.431549,-0.518289987,0.15342166,-3.378206098,0.000729604,0.024538798
Crebrf_80154,409.9691881,-0.800205058,0.237015492,-3.376171959,0.00073502,0.024668015
Srsf2_75662,195.4687251,0.511953441,0.151689634,3.375006109,0.000738141,0.024719821
Srek1_64076,278.6003483,-0.664953033,0.197095849,-3.373754627,0.000741504,0.024779525
Gata6_71746,298.5429387,0.469305726,0.139136756,3.372981645,0.000743589,0.024796323
Csgalnact2_73856,268.220628,-0.627612791,0.186110426,-3.372260255,0.00074554,0.024808583
Herc2_73488,431.7650157,-0.488823425,0.145111912,-3.368596126,0.00075552,0.024808842
Mfge8_74284,177.1398072,0.72187791,0.214395334,3.367041135,0.000759794,0.024808842
Nol3_30530,382.9409522,0.695572577,0.206575123,3.367165252,0.000759452,0.024808842
Olfml3_69716,223.1260363,0.665961344,0.19770818,3.368405619,0.000756043,0.024808842
Pum2_77870,337.3762191,-0.635376563,0.188608025,-3.368767383,0.000755051,0.024808842
Tlk1_79886,820.2217707,-0.555547387,0.164884951,-3.369303171,0.000753585,0.024808842
Uqcrc2_72440,4661.021444,-0.604520873,0.179512678,-3.367566452,0.000758347,0.024808842
Usmg5_29632,3073.288498,-0.953446271,0.283073661,-3.368191403,0.00075663,0.024808842
Zfx_69869,815.4623026,-0.577409918,0.171268217,-3.371378105,0.000747931,0.024808842
Api5_68047,549.4590524,-0.606473293,0.180182073,-3.365891416,0.000762967,0.024809102
Setdb2_74129,196.0663872,-0.73573477,0.218559766,-3.366286406,0.000761876,0.024809102
Oaz2_79348,1003.422375,0.538927536,0.160177555,3.364563386,0.000766649,0.024877196
Snap23_63091,590.7627974,-0.542018695,0.161163807,-3.363153957,0.000770574,0.024952898
Cdhr4_65644,190.5834781,-1.011816181,0.30100553,-3.361453797,0.000775333,0.025055254
Zfp286_71597,19.97374348,-1.16960091,0.348075526,-3.360192898,0.000778881,0.025118101
Gpr137c_54387,36.37694484,-1.214555088,0.361738953,-3.357545757,0.000786377,0.025152839
Hspa5_29651,3693.838793,-0.656213992,0.195416289,-3.358031179,0.000784998,0.025152839
Unc45a_76849,87.03316112,0.690880762,0.205748424,3.357890907,0.000785396,0.025152839
Wsb2_68650,264.333644,0.53354253,0.158883966,3.35806402,0.000784904,0.025152839
Gnl1_58119,51.23458345,0.805270518,0.239903078,3.356649373,0.000788931,0.025183125
Rps4x_73337,107.3567278,0.56862336,0.169735087,3.350063746,0.00080793,0.025737157
Ank3_68052,45.11376382,-0.979031198,0.292621056,-3.345730517,0.000820661,0.025879722
Set_63995,869.0378172,-0.613716054,0.183428107,-3.345812508,0.000820419,0.025879722
Tmod3_74150,404.6991754,0.430156993,0.128564278,3.345851572,0.000820303,0.025879722
Tnfrsf1a_65741,132.6576041,0.628849001,0.187946595,3.345891953,0.000820183,0.025879722
Ufsp2_69257,226.4164142,-0.432245009,0.129190252,-3.345802055,0.000820449,0.025879722
Adora2a_75770,104.0958653,0.865605725,0.258779351,3.344956706,0.000822954,0.025899921
Osbpl6_61977,99.32251437,-0.82184391,0.245743897,-3.344310555,0.000824873,0.0259083
Cotl1_74589,797.495116,0.714212879,0.213651379,3.342889159,0.00082911,0.025936951
Mylk_30723,144.1825369,0.907232742,0.271526011,3.341236956,0.00083406,0.025936951
Nfkbib_31167,447.1227262,0.549433478,0.164390268,3.342250639,0.00083102,0.025936951
Pbrm1_70578,875.1784556,-0.407472038,0.121949844,-3.341308388,0.000833845,0.025936951
Slc25a25_72214,83.40908361,0.768806446,0.229971523,3.343050639,0.000828628,0.025936951
Ttc19_63400,838.0660015,-0.651397676,0.195018212,-3.340188948,0.000837214,0.025983478
Spidr_58681,292.9266324,-0.564595961,0.169200691,-3.336841927,0.000847361,0.026194661
Wdr72_57018,62.95115242,-1.312786694,0.393374127,-3.337247175,0.000846127,0.026194661
Kdm5a_71507,274.0741851,-0.528465901,0.15839933,-3.336288742,0.000849049,0.026195177
Ppil6_79064,413.8381794,-1.090994759,0.327117355,-3.335178473,0.000852447,0.026248324
Hdac8_70828,419.5033161,-0.622141905,0.186657108,-3.333073744,0.000858922,0.026395844
Prdm4_67541,145.3365319,0.45092774,0.135469538,3.32862832,0.000872748,0.026759525
Tnfrsf1a_75846,567.3095079,0.5425022,0.163002927,3.328174585,0.000874171,0.026759525
Asxl2_56674,198.8417717,-0.704177585,0.211647272,-3.3271281,0.00087746,0.026807865
Bcam_68026,704.3354004,0.575386724,0.173078748,3.324421579,0.000886021,0.026808328
Lrif1_65652,142.3257296,-1.056835775,0.317807096,-3.325400187,0.000882917,0.026808328
Mrps35_71419,1055.859959,-0.484861879,0.145848581,-3.324419586,0.000886028,0.026808328
Tlr3_73636,71.07336175,-0.688610723,0.20708397,-3.325272943,0.00088332,0.026808328
Zdhhc21_64753,158.4821938,-0.702631348,0.211267427,-3.325791199,0.000881679,0.026808328
Cog5_75975,1285.062129,-0.569549445,0.171388949,-3.32313985,0.000890103,0.026879732
Crb1_67655,34.93026802,-1.142694931,0.344068632,-3.321124988,0.000896554,0.027016655
Lgals8_29605,103.2315707,-0.762955069,0.229760837,-3.320648889,0.000898084,0.027016655
C1rb_64857,535.706421,0.584482475,0.176320517,3.314886351,0.000916804,0.027276184
Ddx47_67060,65.03509621,0.722964065,0.218138078,3.314249733,0.000918894,0.027276184
