gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Vps54_60495,241.2733161,-0.528428682,0.139482197,-3.788502713,0.000151558,0.013795814
Tmem59_64916,1953.706612,-0.561535816,0.14839069,-3.784171474,0.000154221,0.013945298
Rnf113a1_57878,67.17749851,-1.058761693,0.279979663,-3.781566421,0.000155845,0.013999359
Gpat4_68606,681.9042188,0.401017784,0.106105278,3.779432962,0.000157186,0.014027558
Atp6v1e1_75186,926.2404667,-0.649100842,0.171916029,-3.775685414,0.000159568,0.014056421
Oxr1_65733,1020.933571,-0.53888658,0.142721716,-3.775785469,0.000159504,0.014056421
Zfp606_65486,76.45663557,-0.952134225,0.252711262,-3.767676267,0.000164774,0.014421967
Atp1a2_29833,339.3249884,-0.750469683,0.199303637,-3.765459039,0.000166243,0.014457879
Fis1_31978,970.3868514,-0.608975751,0.16184882,-3.762620894,0.000168142,0.014530447
AU021092_61815,650.9022866,-0.950605044,0.254078967,-3.741376373,0.000183015,0.015011715
Csnk2a1_73210,74.21396942,-0.880684199,0.235213054,-3.744197795,0.000180971,0.015011715
Fech_61669,1143.466161,-0.82143727,0.219525897,-3.741869555,0.000182656,0.015011715
Lix1l_56890,75.37883101,0.778363946,0.207614776,3.749077796,0.000177486,0.015011715
Mettl9_60859,1375.040591,-0.590494143,0.157906554,-3.739516363,0.000184375,0.015011715
Nup98_65724,577.1676897,-0.767028647,0.204937687,-3.742740824,0.000182024,0.015011715
Rpl22_69841,4133.71683,-0.661170371,0.176481435,-3.746401829,0.000179389,0.015011715
Stim1_80153,46.84250419,0.901899788,0.241209933,3.739065711,0.000184705,0.015011715
Tnks2_67404,859.7863687,-0.669075923,0.17887839,-3.740395485,0.000183731,0.015011715
Ube2v2_68406,970.9053982,-1.001911769,0.267180167,-3.749948132,0.000176871,0.015011715
Sema4c_66717,55.34652064,0.896321709,0.240309388,3.729865556,0.000191582,0.015478463
Fbxo25_66612,267.3889094,-0.521791012,0.140017289,-3.726618459,0.000194066,0.015586915
Trrap_70161,139.2166521,-0.727655818,0.195690857,-3.718394565,0.000200493,0.016008951
Polr2m_78508,2020.022052,-0.421484079,0.11352305,-3.712762117,0.00020501,0.016274422
Rap1a_77941,1082.341776,-0.690643051,0.186095608,-3.711227037,0.000206257,0.016278804
Bhlhe41_56554,174.3713528,-0.869057463,0.234516694,-3.705738162,0.000210776,0.016474174
Mmgt1_54844,863.291336,-0.682834407,0.18428615,-3.70529423,0.000211145,0.016474174
Myh10_78907,468.0198653,-0.866049803,0.234155,-3.698617589,0.000216777,0.016817455
Crybg3_77422,137.1461473,-0.63331222,0.17185698,-3.685112011,0.000228602,0.017634649
